"Score: 0.3718339502811432	 Topic: 0.024*""armenian"" + 0.015*""turkish"" + 0.009*""greek"" + 0.008*""turk"" + 0.008*""armenia""
Score: 0.22225551307201385	 Topic: 0.063*""drive"" + 0.029*""scsi"" + 0.023*""disk"" + 0.017*""control"" + 0.017*""hard""
Score: 0.19499684870243073	 Topic: 0.022*""christian"" + 0.012*""jesus"" + 0.010*""church"" + 0.007*""presid"" + 0.007*""christ""
Score: 0.15753650665283203	 Topic: 0.023*""game"" + 0.021*""team"" + 0.014*""player"" + 0.012*""play"" + 0.010*""season""
","/@IndiaToday /@rahulkanwal Another lie of our Prime Minister for the public. Now all the people you worship will jump up and say how well he's done, But where was our Prime Minister during the second surge on the peak? When states were fighting to control the spread of virus ?",FALSE
"Score: 0.30329468846321106	 Topic: 0.013*""pitt"" + 0.010*""bank"" + 0.010*""medic"" + 0.010*""gordon"" + 0.009*""diseas""
Score: 0.29264625906944275	 Topic: 0.009*""weapon"" + 0.009*""gun"" + 0.008*""firearm"" + 0.005*""carri"" + 0.005*""cleveland""
Score: 0.14363843202590942	 Topic: 0.063*""drive"" + 0.029*""scsi"" + 0.023*""disk"" + 0.017*""control"" + 0.017*""hard""
Score: 0.09662186354398727	 Topic: 0.019*""scienc"" + 0.010*""book"" + 0.009*""rochest"" + 0.008*""theori"" + 0.008*""appear""
Score: 0.06679285317659378	 Topic: 0.024*""armenian"" + 0.015*""turkish"" + 0.009*""greek"" + 0.008*""turk"" + 0.008*""armenia""
Score: 0.06198463588953018	 Topic: 0.023*""game"" + 0.021*""team"" + 0.014*""player"" + 0.012*""play"" + 0.010*""season""
","Dr. Boyle discusses Covid outbreak in Wuhan, China &amp; Biosafety Level 4 Lab (BSL-4) ...he believes infectious disease escaped. Believes virus is potentially lethal and an offensive biological warfare weapon or dual-use biowarfare weapons agent genetically modified...",TRUE
"Score: 0.43293383717536926	 Topic: 0.013*""pitt"" + 0.010*""bank"" + 0.010*""medic"" + 0.010*""gordon"" + 0.009*""diseas""
Score: 0.4170491099357605	 Topic: 0.009*""leav"" + 0.009*""report"" + 0.007*""happen"" + 0.007*""kill"" + 0.006*""home""
","/@MartinaSisters @gabibogita @SaraGilEdwards1 @threadreaderapp ➡️ Feline immunodeficirncy virus,  infection in the human genome.
...Open the doors in Alfa-coronavirus...👇 https://t.co/zrwRVMvVvA",TRUE
"Score: 0.6517465710639954	 Topic: 0.008*""moral"" + 0.007*""exist"" + 0.005*""evid"" + 0.005*""claim"" + 0.005*""atheist""
Score: 0.13811048865318298	 Topic: 0.029*""israel"" + 0.022*""isra"" + 0.015*""arab"" + 0.012*""jew"" + 0.011*""food""
Score: 0.1328422874212265	 Topic: 0.015*""insur"" + 0.009*""david"" + 0.008*""motorcycl"" + 0.008*""bike"" + 0.008*""canada""
","@WeAreChange_0 @AZGOP Maybe because he is not a fear monger, you know, like the radical democrats that unleashed this virus with the help of the Communist Chinese Party?

But that's only based on facts so probably not what you want to hear.",TRUE
"Score: 0.8943851590156555	 Topic: 0.013*""pitt"" + 0.010*""bank"" + 0.010*""medic"" + 0.010*""gordon"" + 0.009*""diseas""
","What happens to virus if it enters into a person again who just got recovered from covid, will the virus multiple in body &amp; WILL that person be a spreader.... #help #Covid #coronavirus #doctors",TRUE
"Score: 0.47261786460876465	 Topic: 0.009*""leav"" + 0.009*""report"" + 0.007*""happen"" + 0.007*""kill"" + 0.006*""home""
Score: 0.46736940741539	 Topic: 0.013*""pitt"" + 0.010*""bank"" + 0.010*""medic"" + 0.010*""gordon"" + 0.009*""diseas""
","TheWizz147 JeremyVineOn5 That' s not true.
Kids aren' t immune from the virus. They msy experience milder symptoms and have a greater chance of survival but they can pass it on to adults and kids have died from it already.",TRUE
"Score: 0.47957536578178406	 Topic: 0.008*""moral"" + 0.007*""exist"" + 0.005*""evid"" + 0.005*""claim"" + 0.005*""atheist""
Score: 0.22688136994838715	 Topic: 0.015*""insur"" + 0.009*""david"" + 0.008*""motorcycl"" + 0.008*""bike"" + 0.008*""canada""
Score: 0.17204201221466064	 Topic: 0.015*""game"" + 0.015*""hockey"" + 0.012*""play"" + 0.011*""entri"" + 0.011*""team""
",Stan2415loveu Get more like the CCP by the day. So the truth will be hidden. Why for such an inconsequential virus do we have to have such total propaganda?,TRUE
"Score: 0.39991945028305054	 Topic: 0.024*""armenian"" + 0.015*""turkish"" + 0.009*""greek"" + 0.008*""turk"" + 0.008*""armenia""
Score: 0.25867462158203125	 Topic: 0.013*""pitt"" + 0.010*""bank"" + 0.010*""medic"" + 0.010*""gordon"" + 0.009*""diseas""
Score: 0.2253052145242691	 Topic: 0.009*""weapon"" + 0.009*""gun"" + 0.008*""firearm"" + 0.005*""carri"" + 0.005*""cleveland""
Score: 0.06603722274303436	 Topic: 0.022*""christian"" + 0.012*""jesus"" + 0.010*""church"" + 0.007*""presid"" + 0.007*""christ""
","#DeraSachaSauda volunteers in India and foreign countries paying a tribute to these heroes,including doctors,nurses,police officers &amp; ambulance drivers.These all have endangered their lives to the virus assault.#CovidWelfareByVolunteers #SaintDrMSG #CoronaWarriors https://t.co/ho2UvTdaQZ",TRUE
"Score: 0.4207007884979248	 Topic: 0.009*""leav"" + 0.009*""report"" + 0.007*""happen"" + 0.007*""kill"" + 0.006*""home""
Score: 0.2900158166885376	 Topic: 0.008*""moral"" + 0.007*""exist"" + 0.005*""evid"" + 0.005*""claim"" + 0.005*""atheist""
Score: 0.13347792625427246	 Topic: 0.015*""game"" + 0.015*""hockey"" + 0.012*""play"" + 0.011*""entri"" + 0.011*""team""
Score: 0.11134815216064453	 Topic: 0.015*""insur"" + 0.009*""david"" + 0.008*""motorcycl"" + 0.008*""bike"" + 0.008*""canada""
","Virus shots are FREE covered by government.   So why is black race lagging behind.  Every black adult should be vaccinated by now.  They There is no disparity among races.  Just people making choices.   Get a shot, don't get a shot.  Go to college or live off welfare.",FALSE
"Score: 0.5052276849746704	 Topic: 0.013*""jesus"" + 0.010*""bibl"" + 0.008*""ohio"" + 0.007*""john"" + 0.006*""exist""
Score: 0.24706271290779114	 Topic: 0.016*""homosexu"" + 0.014*""virginia"" + 0.011*""uchicago"" + 0.011*""drug"" + 0.010*""gatech""
Score: 0.17684902250766754	 Topic: 0.015*""insur"" + 0.009*""david"" + 0.008*""motorcycl"" + 0.008*""bike"" + 0.008*""canada""
",MoonProfessor @ElodieNaffeti Plot thickens...it's about hybrids being hunted for guess what? Their pineal gland to save them from a virus that is taking out mankind 🤔 the only way to create a vaccine is from these hybrids that were created in a lab. Only special kids are being hunted? 🤔🤷‍♀️,FALSE
